State,Pollutant,Measure,Time,Value
Missouri,Carbon Dioxide,million metric tons of carbon dioxide,2018,65.6
Missouri,Carbon Dioxide,million metric tons of carbon dioxide,2019,57.9
Missouri,Carbon Dioxide,million metric tons of carbon dioxide,2020,54.8
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1970,1.2
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1971,1
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1972,1.2
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1973,1.6
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1974,1.3
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1975,1.7
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1976,3.8
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1977,5.3
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1978,5.2
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1979,5.8
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1980,5.7
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1981,5.6
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1982,4.2
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1983,3.8
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1984,8.3
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1985,9.1
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1986,12.1
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1987,12.4
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1988,16.9
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1989,16.7
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1990,15.6
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1991,17
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1992,18
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1993,14.7
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1994,17.4
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1995,16.4
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1996,13.7
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1997,15.9
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1998,18.2
Montana,Carbon Dioxide,million metric tons of carbon dioxide,1999,18.3
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2000,17.4
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2001,18.2
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2002,16.5
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2003,18.7
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2004,19.2
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2005,19.5
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2006,19
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2007,20
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2008,20
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2009,17.2
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2010,20
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2011,16.7
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2012,15.7
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2013,16.6
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2014,17.3
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2015,17.8
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2016,16.1
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2017,15.6
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2018,15.2
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2019,15.9
Montana,Carbon Dioxide,million metric tons of carbon dioxide,2020,10.1
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1970,5
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1971,4.8
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1972,5.5
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1973,5.9
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1974,5.3
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1975,5
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1976,5.6
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1977,5.8
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1978,5.9
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1979,7.4
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1980,9.1
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1981,9
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1982,8.7
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1983,9.6
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1984,11.2
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1985,10.6
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1986,10
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1987,10.6
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1988,12.9
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1989,12.1
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1990,13.3
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1991,14.1
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1992,13
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1993,15.2
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1994,14.6
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1995,16.6
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1996,16.6
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1997,17.8
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1998,19.1
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,1999,18.4
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2000,19.3
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2001,20.9
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2002,20.3
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2003,21.3
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2004,20.9
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2005,21.6
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2006,21.4
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2007,20.5
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2008,22.1
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2009,23.3
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2010,23.3
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2011,25.7
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2012,24.7
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2013,26.3
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2014,24.6
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2015,23.7
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2016,21.4
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2017,20.7
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2018,23.8
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2019,22
Nebraska,Carbon Dioxide,million metric tons of carbon dioxide,2020,19.6
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1970,2.8
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1971,5.3
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1972,10
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1973,10.7
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1974,11.3
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1975,11.5
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1976,12
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1977,13.1
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1978,11.1
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1979,12.2
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1980,11.3
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1981,12.9
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1982,14.5
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1983,13.5
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1984,15.1
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1985,12.3
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1986,15.7
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1987,15.1
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1988,18.2
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1989,17.4
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1990,16.9
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1991,18.2
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1992,18.8
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1993,18.4
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1994,19.8
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1995,18.3
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1996,19.7
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1997,19.6
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1998,21.6
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,1999,21.6
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2000,25.1
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2001,24.4
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2002,21.3
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2003,23.3
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2004,25.6
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2005,26.6
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2006,16.7
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2007,16.8
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2008,18
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2009,18.2
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2010,16.9
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2011,14.6
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2012,14.7
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2013,15.4
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2014,16
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2015,14.4
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2016,13.9
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2017,12.9
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2018,13.7
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2019,13.6
Nevada,Carbon Dioxide,million metric tons of carbon dioxide,2020,13.3
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1970,3.8
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1971,3.7
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1972,4
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1973,3.7
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1974,3.3
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1975,3.6
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1976,3.4
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1977,3.8
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1978,3.6
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1979,4.8
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1980,4.8
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1981,4.2
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1982,3.7
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1983,3.9
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1984,4.7
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1985,4.8
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1986,4.5
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1987,4.7
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1988,5.4
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1989,5.4
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1990,4.8
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1991,4.4
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1992,4.3
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1993,4.5
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1994,4.4
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1995,4.3
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1996,4.1
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1997,5.1
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1998,4.8
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,1999,4.6
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2000,4.6
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2001,4.2
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2002,4.4
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2003,7.2
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2004,7.8
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2005,7.8
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2006,6.9
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2007,6.7
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2008,6.7
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2009,5.4
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2010,5.4
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2011,5
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2012,4.1
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2013,3.3
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2014,3.3
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2015,3.5
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2016,2.4
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2017,1.8
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2018,2
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2019,1.8
New Hampshire,Carbon Dioxide,million metric tons of carbon dioxide,2020,1.6
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1970,30.4
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1971,28.5
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1972,26
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1973,29.5
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1974,27
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1975,18
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1976,18.6
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1977,19.7
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1978,18.6
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1979,16.6
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1980,17.7
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1981,16.3
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1982,14.4
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1983,17.2
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1984,16.8
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1985,14.8
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1986,13
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1987,14.5
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1988,14.1
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1989,16.8
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1990,12.3
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1991,12.1
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1992,12.8
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1993,13.4
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1994,15.5
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1995,17.1
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1996,15.9
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1997,17.2
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1998,16.1
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,1999,16.8
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2000,19.1
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2001,18.9
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2002,19.3
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2003,18.2
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2004,19.2
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2005,19.4
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2006,18.4
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2007,19.5
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2008,18.8
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2009,14.7
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2010,17.8
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2011,15.7
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2012,14.9
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2013,14.4
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2014,16.8
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2015,17.9
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2016,19.6
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2017,16.7
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2018,17.3
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2019,17.4
New Jersey,Carbon Dioxide,million metric tons of carbon dioxide,2020,13.6
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1970,12.6
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1971,14.4
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1972,15.3
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1973,16.8
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1974,17.6
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1975,17
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1976,17.3
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1977,18.9
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1978,17.4
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1979,18
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1980,22.4
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1981,21.5
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1982,23.7
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1983,26.6
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1984,25.6
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1985,26.9
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1986,23.9
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1987,25.7
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1988,26.4
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1989,28
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1990,27.6
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1991,23.8
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1992,26.6
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1993,27
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1994,28
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1995,27.7
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1996,28.2
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1997,29.4
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1998,29.9
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,1999,30.5
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2000,31.4
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2001,30.7
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2002,29
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2003,31.1
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2004,31.1
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2005,32.4
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2006,33
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2007,31.4
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2008,30.8
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2009,33
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2010,29.3
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2011,31.2
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2012,29.2
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2013,28.5
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2014,24.7
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2015,24.8
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2016,23.2
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2017,23.1
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2018,18.3
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2019,20.3
New Mexico,Carbon Dioxide,million metric tons of carbon dioxide,2020,18.6
New York,Carbon Dioxide,million metric tons of carbon dioxide,1970,60
New York,Carbon Dioxide,million metric tons of carbon dioxide,1971,59.9
New York,Carbon Dioxide,million metric tons of carbon dioxide,1972,58.8
New York,Carbon Dioxide,million metric tons of carbon dioxide,1973,59.6
New York,Carbon Dioxide,million metric tons of carbon dioxide,1974,56.9
New York,Carbon Dioxide,million metric tons of carbon dioxide,1975,56.3
New York,Carbon Dioxide,million metric tons of carbon dioxide,1976,54.7
New York,Carbon Dioxide,million metric tons of carbon dioxide,1977,56.8
New York,Carbon Dioxide,million metric tons of carbon dioxide,1978,56
New York,Carbon Dioxide,million metric tons of carbon dioxide,1979,51.2
New York,Carbon Dioxide,million metric tons of carbon dioxide,1980,52.4
New York,Carbon Dioxide,million metric tons of carbon dioxide,1981,52
New York,Carbon Dioxide,million metric tons of carbon dioxide,1982,50.6
New York,Carbon Dioxide,million metric tons of carbon dioxide,1983,50.7
New York,Carbon Dioxide,million metric tons of carbon dioxide,1984,50
New York,Carbon Dioxide,million metric tons of carbon dioxide,1985,48.9
New York,Carbon Dioxide,million metric tons of carbon dioxide,1986,47.8
New York,Carbon Dioxide,million metric tons of carbon dioxide,1987,53.3
New York,Carbon Dioxide,million metric tons of carbon dioxide,1988,60.9
New York,Carbon Dioxide,million metric tons of carbon dioxide,1989,67
New York,Carbon Dioxide,million metric tons of carbon dioxide,1990,63.2
New York,Carbon Dioxide,million metric tons of carbon dioxide,1991,58.9
New York,Carbon Dioxide,million metric tons of carbon dioxide,1992,54.1
New York,Carbon Dioxide,million metric tons of carbon dioxide,1993,47.8
New York,Carbon Dioxide,million metric tons of carbon dioxide,1994,47.6
New York,Carbon Dioxide,million metric tons of carbon dioxide,1995,51.5
New York,Carbon Dioxide,million metric tons of carbon dioxide,1996,47
New York,Carbon Dioxide,million metric tons of carbon dioxide,1997,52.6
New York,Carbon Dioxide,million metric tons of carbon dioxide,1998,56.7
New York,Carbon Dioxide,million metric tons of carbon dioxide,1999,57.3
New York,Carbon Dioxide,million metric tons of carbon dioxide,2000,56.4
New York,Carbon Dioxide,million metric tons of carbon dioxide,2001,55.5
New York,Carbon Dioxide,million metric tons of carbon dioxide,2002,51.4
New York,Carbon Dioxide,million metric tons of carbon dioxide,2003,52.5
New York,Carbon Dioxide,million metric tons of carbon dioxide,2004,52.9
New York,Carbon Dioxide,million metric tons of carbon dioxide,2005,55.4
New York,Carbon Dioxide,million metric tons of carbon dioxide,2006,46.9
New York,Carbon Dioxide,million metric tons of carbon dioxide,2007,49.6
New York,Carbon Dioxide,million metric tons of carbon dioxide,2008,43.2
New York,Carbon Dioxide,million metric tons of carbon dioxide,2009,34.5
New York,Carbon Dioxide,million metric tons of carbon dioxide,2010,38.2
New York,Carbon Dioxide,million metric tons of carbon dioxide,2011,33.9
New York,Carbon Dioxide,million metric tons of carbon dioxide,2012,32.3
New York,Carbon Dioxide,million metric tons of carbon dioxide,2013,30
New York,Carbon Dioxide,million metric tons of carbon dioxide,2014,30.5
New York,Carbon Dioxide,million metric tons of carbon dioxide,2015,29.1
New York,Carbon Dioxide,million metric tons of carbon dioxide,2016,27.7
New York,Carbon Dioxide,million metric tons of carbon dioxide,2017,22
New York,Carbon Dioxide,million metric tons of carbon dioxide,2018,24.4
New York,Carbon Dioxide,million metric tons of carbon dioxide,2019,21.4
New York,Carbon Dioxide,million metric tons of carbon dioxide,2020,23.4
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1970,42.6
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1971,43.1
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1972,45.9
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1973,49.8
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1974,48.1
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1975,41.4
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1976,48.4
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1977,48.7
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1978,44.4
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1979,49.2
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1980,56.2
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1981,58.3
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1982,55.1
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1983,52.1
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1984,48.3
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1985,46.8
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1986,49.3
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1987,41.4
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1988,42.8
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1989,50.1
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1990,46.9
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1991,47.7
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1992,54.9
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1993,59.3
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1994,54
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1995,57.1
North Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1996,65.1
